Branch_Name Customer_Code Customer_Name Customer_Type Category_Name Lat Long Product_Code Product_Description rSales
ECATEPEC 20233 "MISC LA ESCONDIDA" PLATA RTEC 19.545168 -99.047546 1008043774 "PAKETITO FROOT LOOPS 25GR" 40
ECATEPEC 20274 "MISC MARY" PLATA RTEC 19.536117 -99.050679 1008043774 "PAKETITO FROOT LOOPS 25GR" 48
ECATEPEC 20295 "ABAR LA FUENTE" PLATA RTEC 19.553806 -99.044675 1008043774 "PAKETITO FROOT LOOPS 25GR" 32
ECATEPEC 20296 "ABAR LA FUENTE" PLATA RTEC 19.5479 -99.0423 1008043774 "PAKETITO FROOT LOOPS 25GR" 30
ECATEPEC 20330 "ABAR LUCERO" PLATA RTEC 19.546561 -99.040826 1008043774 "PAKETITO FROOT LOOPS 25GR" 9
ECATEPEC 20334 "ABAR SANDRA EL GUERO" PLATA RTEC 19.546721 -99.043386 1008043774 "PAKETITO FROOT LOOPS 25GR" 9
ECATEPEC 20342 "ABTS . ZACATECAS" PLATA RTEC 19.5377 -99.0418 1008043774 "PAKETITO FROOT LOOPS 25GR" 25
ECATEPEC 20346 "MISC EL ESFUERZO" PLATA RTEC 19.54167 -99.04268 1008043774 "PAKETITO FROOT LOOPS 25GR" 36
ECATEPEC 20352 "MISC ORTEGA" PLATA RTEC 19.5399 -99.0451 1008043774 "PAKETITO FROOT LOOPS 25GR" 9
ECATEPEC 20363 "MISC EL GUERO" PLATA RTEC 19.5368 -99.0399 1008043774 "PAKETITO FROOT LOOPS 25GR" 18
ECATEPEC 20380 "ABAR EL OASIS" PLATA RTEC 19.5444 -99.036 1008043774 "PAKETITO FROOT LOOPS 25GR" 15
ECATEPEC 20382 "ABAR LUCERO" PLATA RTEC 19.545742 -99.040653 1008043774 "PAKETITO FROOT LOOPS 25GR" 48
ECATEPEC 20442 "ABAR LA PASADITA" PLATA RTEC 19.5413 -99.036 1008043774 "PAKETITO FROOT LOOPS 25GR" 2
ECATEPEC 20464 "MISC LIBRA" PLATA RTEC 19.5408 -99.0368 1008043774 "PAKETITO FROOT LOOPS 25GR" 10
ECATEPEC 20484 "ABAR FER" PLATA RTEC 19.536067 -99.036115 1008043774 "PAKETITO FROOT LOOPS 25GR" 16
ECATEPEC 20493 "MISC LA NEGRITA" PLATA RTEC 19.534191 -99.034755 1008043774 "PAKETITO FROOT LOOPS 25GR" 15
ECATEPEC 20634 "ABAR LA MORENITA" PLATA RTEC 19.542798 -99.034326 1008043774 "PAKETITO FROOT LOOPS 25GR" 16
ECATEPEC 20662 "ABTS. 24 HRS." PLATA RTEC 19.5407 -99.0325 1008043774 "PAKETITO FROOT LOOPS 25GR" 16
ECATEPEC 20706 "MISC LA LUPITA" PLATA RTEC 19.5349 -99.0316 1008043774 "PAKETITO FROOT LOOPS 25GR" 12
ECATEPEC 21057 "ABAR EL ROSAL" PLATA RTEC 19.5319 -99.0172 1008043774 "PAKETITO FROOT LOOPS 25GR" 12
ECATEPEC 21058 "ABAR LAS RANITAS" PLATA RTEC 19.52737 -99.01546 1008043774 "PAKETITO FROOT LOOPS 25GR" 20
ECATEPEC 21073 "MISC LOS NETOS" PLATA RTEC 19.530122 -99.016215 1008043774 "PAKETITO FROOT LOOPS 25GR" 28
ECATEPEC 21074 "MISC MARIBEL" PLATA RTEC 19.5273 -99.0176 1008043774 "PAKETITO FROOT LOOPS 25GR" 30
ECATEPEC 21117 "MISC LA NUEVA" PLATA RTEC 19.5405 -99.0168 1008043774 "PAKETITO FROOT LOOPS 25GR" 5
ECATEPEC 3.1401e+17 "SUPER MASS" PLATA RTEC 20.1175337 -98.7555824 1008043774 "PAKETITO FROOT LOOPS 25GR" 196
ECATEPEC 3.1401e+17 "CERVEFRIO LA PROVIDENCIA" PLATA RTEC 20.118795 -98.75647 1008043774 "PAKETITO FROOT LOOPS 25GR" 245
ECATEPEC 3.1401e+17 "ABARROTES EL BORREGO" PLATA RTEC 20.1189233 -98.7571133 1008043774 "PAKETITO FROOT LOOPS 25GR" 135
ORIENTE 50017 "ABAR LOS AMIGO" PLATA RTEC 19.3697 -99.138 1008043774 "PAKETITO FROOT LOOPS 25GR" 180
ORIENTE 50025 "ABAR SALINAS" PLATA RTEC 19.4131 -99.0872 1008043774 "PAKETITO FROOT LOOPS 25GR" 22
ORIENTE 50031 "ABAR 2 HERMANOS" PLATA RTEC 19.369704 -99.09197 1008043774 "PAKETITO FROOT LOOPS 25GR" 15
